attendance_id,emp_id,work_date,status
221,4,2/10/2024,Present
222,4,2/11/2024,Present
223,4,2/12/2024,Present
224,4,2/13/2024,Present
225,4,2/14/2024,Absent
226,4,2/15/2024,Present
227,4,2/16/2024,Present
228,4,2/17/2024,Present
229,4,2/18/2024,Present
230,4,2/19/2024,Leave
231,4,2/20/2024,Absent
232,4,2/21/2024,Present
233,4,2/22/2024,Present
234,4,2/23/2024,Leave
235,4,2/24/2024,Present
236,4,2/25/2024,Present
237,4,2/26/2024,Present
238,4,2/27/2024,Present
239,4,2/28/2024,Present
240,4,2/29/2024,Present
241,5,1/1/2024,Present
242,5,1/2/2024,Absent
243,5,1/3/2024,Present
244,5,1/4/2024,Present
245,5,1/5/2024,Absent
246,5,1/6/2024,Present
247,5,1/7/2024,Present
248,5,1/8/2024,Present
249,5,1/9/2024,Present
250,5,1/10/2024,Present
251,5,1/11/2024,Present
252,5,1/12/2024,Present
253,5,1/13/2024,Present
254,5,1/14/2024,Present
255,5,1/15/2024,Present
256,5,1/16/2024,Present
257,5,1/17/2024,Present
258,5,1/18/2024,Present
259,5,1/19/2024,Present
260,5,1/20/2024,Present
261,5,1/21/2024,Present
262,5,1/22/2024,Leave
263,5,1/23/2024,Present
264,5,1/24/2024,Present
265,5,1/25/2024,Present
266,5,1/26/2024,Present
267,5,1/27/2024,Present
268,5,1/28/2024,Present
269,5,1/29/2024,Present
270,5,1/30/2024,Present
271,5,1/31/2024,Leave
272,5,2/1/2024,Present
273,5,2/2/2024,Leave
274,5,2/3/2024,Present
275,5,2/4/2024,Present
276,5,2/5/2024,Present
277,5,2/6/2024,Present
278,5,2/7/2024,Present
279,5,2/8/2024,Present
280,5,2/9/2024,Present
281,5,2/10/2024,Present
282,5,2/11/2024,Absent
283,5,2/12/2024,Present
284,5,2/13/2024,Absent
285,5,2/14/2024,Present
286,5,2/15/2024,Absent
287,5,2/16/2024,Present
288,5,2/17/2024,Present
289,5,2/18/2024,Present
290,5,2/19/2024,Present
291,5,2/20/2024,Leave
292,5,2/21/2024,Present
293,5,2/22/2024,Present
294,5,2/23/2024,Present
295,5,2/24/2024,Present
296,5,2/25/2024,Present
297,5,2/26/2024,Present
298,5,2/27/2024,Present
299,5,2/28/2024,Present
300,5,2/29/2024,Leave
301,6,1/1/2024,Present
302,6,1/2/2024,Present
303,6,1/3/2024,Present
304,6,1/4/2024,Present
305,6,1/5/2024,Present
306,6,1/6/2024,Present
307,6,1/7/2024,Present
308,6,1/8/2024,Present
309,6,1/9/2024,Present
310,6,1/10/2024,Leave
311,6,1/11/2024,Present
312,6,1/12/2024,Absent
313,6,1/13/2024,Present
314,6,1/14/2024,Present
315,6,1/15/2024,Present
316,6,1/16/2024,Present
317,6,1/17/2024,Present
318,6,1/18/2024,Present
319,6,1/19/2024,Present
320,6,1/20/2024,Present
321,6,1/21/2024,Present
322,6,1/22/2024,Present
323,6,1/23/2024,Present
324,6,1/24/2024,Present
325,6,1/25/2024,Leave
326,6,1/26/2024,Present
327,6,1/27/2024,Absent
328,6,1/28/2024,Present
329,6,1/29/2024,Present
330,6,1/30/2024,Present
331,6,1/31/2024,Present
332,6,2/1/2024,Present
333,6,2/2/2024,Present
334,6,2/3/2024,Present
335,6,2/4/2024,Leave
336,6,2/5/2024,Present
337,6,2/6/2024,Present
338,6,2/7/2024,Present
339,6,2/8/2024,Present
340,6,2/9/2024,Present
341,6,2/10/2024,Present
342,6,2/11/2024,Present
343,6,2/12/2024,Present
344,6,2/13/2024,Absent
345,6,2/14/2024,Absent
346,6,2/15/2024,Present
347,6,2/16/2024,Present
348,6,2/17/2024,Present
349,6,2/18/2024,Present
350,6,2/19/2024,Present
351,6,2/20/2024,Present
352,6,2/21/2024,Present
353,6,2/22/2024,Present
354,6,2/23/2024,Present
355,6,2/24/2024,Present
356,6,2/25/2024,Present
357,6,2/26/2024,Present
358,6,2/27/2024,Present
359,6,2/28/2024,Present
360,6,2/29/2024,Present
361,7,1/1/2024,Present
362,7,1/2/2024,Present
363,7,1/3/2024,Present
364,7,1/4/2024,Present
365,7,1/5/2024,Present
366,7,1/6/2024,Present
367,7,1/7/2024,Leave
368,7,1/8/2024,Absent
369,7,1/9/2024,Present
370,7,1/10/2024,Present
371,7,1/11/2024,Present
372,7,1/12/2024,Present
373,7,1/13/2024,Present
374,7,1/14/2024,Leave
375,7,1/15/2024,Present
376,7,1/16/2024,Present
377,7,1/17/2024,Present
378,7,1/18/2024,Present
379,7,1/19/2024,Present
380,7,1/20/2024,Absent
381,7,1/21/2024,Present
382,7,1/22/2024,Absent
383,7,1/23/2024,Present
384,7,1/24/2024,Present
385,7,1/25/2024,Present
386,7,1/26/2024,Present
387,7,1/27/2024,Present
388,7,1/28/2024,Present
389,7,1/29/2024,Present
390,7,1/30/2024,Absent
391,7,1/31/2024,Leave
392,7,2/1/2024,Present
393,7,2/2/2024,Present
394,7,2/3/2024,Present
395,7,2/4/2024,Present
396,7,2/5/2024,Present
397,7,2/6/2024,Present
398,7,2/7/2024,Absent
399,7,2/8/2024,Present
400,7,2/9/2024,Leave
401,7,2/10/2024,Present
402,7,2/11/2024,Present
403,7,2/12/2024,Present
404,7,2/13/2024,Present
405,7,2/14/2024,Present
406,7,2/15/2024,Present
407,7,2/16/2024,Present
408,7,2/17/2024,Present
409,7,2/18/2024,Present
410,7,2/19/2024,Present
411,7,2/20/2024,Present
412,7,2/21/2024,Leave
413,7,2/22/2024,Present
414,7,2/23/2024,Present
415,7,2/24/2024,Present
416,7,2/25/2024,Present
417,7,2/26/2024,Present
418,7,2/27/2024,Present
419,7,2/28/2024,Present
420,7,2/29/2024,Present
421,8,1/1/2024,Present
422,8,1/2/2024,Present
423,8,1/3/2024,Leave
424,8,1/4/2024,Present
425,8,1/5/2024,Present
426,8,1/6/2024,Present
427,8,1/7/2024,Present
428,8,1/8/2024,Absent
429,8,1/9/2024,Present
430,8,1/10/2024,Present
431,8,1/11/2024,Present
432,8,1/12/2024,Present
433,8,1/13/2024,Leave
434,8,1/14/2024,Present
435,8,1/15/2024,Present
436,8,1/16/2024,Present
437,8,1/17/2024,Present
438,8,1/18/2024,Present
439,8,1/19/2024,Present
440,8,1/20/2024,Present
441,8,1/21/2024,Present
442,8,1/22/2024,Present
443,8,1/23/2024,Present
444,8,1/24/2024,Present
445,8,1/25/2024,Present
446,8,1/26/2024,Present
447,8,1/27/2024,Present
448,8,1/28/2024,Present
449,8,1/29/2024,Present
450,8,1/30/2024,Present
451,8,1/31/2024,Absent
452,8,2/1/2024,Present
453,8,2/2/2024,Present
454,8,2/3/2024,Present
455,8,2/4/2024,Present
456,8,2/5/2024,Present
457,8,2/6/2024,Present
458,8,2/7/2024,Present
459,8,2/8/2024,Present
460,8,2/9/2024,Present
461,8,2/10/2024,Present
462,8,2/11/2024,Present
463,8,2/12/2024,Absent
464,8,2/13/2024,Present
465,8,2/14/2024,Present
466,8,2/15/2024,Present
467,8,2/16/2024,Present
468,8,2/17/2024,Present
469,8,2/18/2024,Present
470,8,2/19/2024,Present
471,8,2/20/2024,Leave
472,8,2/21/2024,Present
473,8,2/22/2024,Present
474,8,2/23/2024,Present
475,8,2/24/2024,Present
476,8,2/25/2024,Present
477,8,2/26/2024,Absent
478,8,2/27/2024,Present
479,8,2/28/2024,Present
480,8,2/29/2024,Present
481,9,1/1/2024,Absent
482,9,1/2/2024,Absent
483,9,1/3/2024,Present
484,9,1/4/2024,Present
485,9,1/5/2024,Present
486,9,1/6/2024,Present
487,9,1/7/2024,Present
488,9,1/8/2024,Present
489,9,1/9/2024,Present
490,9,1/10/2024,Present
491,9,1/11/2024,Present
492,9,1/12/2024,Present
493,9,1/13/2024,Present
494,9,1/14/2024,Present
495,9,1/15/2024,Present
496,9,1/16/2024,Present
497,9,1/17/2024,Present
498,9,1/18/2024,Present
499,9,1/19/2024,Present
500,9,1/20/2024,Absent
501,9,1/21/2024,Present
502,9,1/22/2024,Present
503,9,1/23/2024,Present
504,9,1/24/2024,Leave
505,9,1/25/2024,Present
506,9,1/26/2024,Present
507,9,1/27/2024,Present
508,9,1/28/2024,Present
509,9,1/29/2024,Present
510,9,1/30/2024,Present
511,9,1/31/2024,Present
512,9,2/1/2024,Present
513,9,2/2/2024,Present
514,9,2/3/2024,Present
515,9,2/4/2024,Present
516,9,2/5/2024,Leave
517,9,2/6/2024,Present
518,9,2/7/2024,Present
519,9,2/8/2024,Present
520,9,2/9/2024,Present
521,9,2/10/2024,Present
522,9,2/11/2024,Present
523,9,2/12/2024,Present
524,9,2/13/2024,Present
525,9,2/14/2024,Present
526,9,2/15/2024,Present
527,9,2/16/2024,Present
528,9,2/17/2024,Present
529,9,2/18/2024,Present
530,9,2/19/2024,Present
531,9,2/20/2024,Present
532,9,2/21/2024,Present
533,9,2/22/2024,Present
534,9,2/23/2024,Absent
535,9,2/24/2024,Present
536,9,2/25/2024,Present
537,9,2/26/2024,Present
538,9,2/27/2024,Present
539,9,2/28/2024,Present
540,9,2/29/2024,Present
541,10,1/1/2024,Present
542,10,1/2/2024,Present
543,10,1/3/2024,Present
544,10,1/4/2024,Present
545,10,1/5/2024,Absent
546,10,1/6/2024,Present
547,10,1/7/2024,Present
548,10,1/8/2024,Present
549,10,1/9/2024,Present
550,10,1/10/2024,Present
551,10,1/11/2024,Present
552,10,1/12/2024,Absent
553,10,1/13/2024,Present
554,10,1/14/2024,Present
555,10,1/15/2024,Present
556,10,1/16/2024,Present
557,10,1/17/2024,Present
558,10,1/18/2024,Present
559,10,1/19/2024,Present
560,10,1/20/2024,Present
561,10,1/21/2024,Present
562,10,1/22/2024,Present
563,10,1/23/2024,Present
564,10,1/24/2024,Present
565,10,1/25/2024,Present
566,10,1/26/2024,Present
567,10,1/27/2024,Present
568,10,1/28/2024,Present
569,10,1/29/2024,Present
570,10,1/30/2024,Present
571,10,1/31/2024,Leave
572,10,2/1/2024,Absent
573,10,2/2/2024,Present
574,10,2/3/2024,Present
575,10,2/4/2024,Present
576,10,2/5/2024,Present
577,10,2/6/2024,Present
578,10,2/7/2024,Present
579,10,2/8/2024,Present
580,10,2/9/2024,Present
581,10,2/10/2024,Present
582,10,2/11/2024,Present
583,10,2/12/2024,Present
584,10,2/13/2024,Absent
585,10,2/14/2024,Absent
586,10,2/15/2024,Present
587,10,2/16/2024,Absent
588,10,2/17/2024,Present
589,10,2/18/2024,Absent
590,10,2/19/2024,Present
591,10,2/20/2024,Present
592,10,2/21/2024,Present
593,10,2/22/2024,Present
594,10,2/23/2024,Present
595,10,2/24/2024,Leave
596,10,2/25/2024,Present
597,10,2/26/2024,Leave
598,10,2/27/2024,Present
599,10,2/28/2024,Present
600,10,2/29/2024,Present
601,11,1/1/2024,Present
602,11,1/2/2024,Present
603,11,1/3/2024,Leave
604,11,1/4/2024,Present
605,11,1/5/2024,Present
606,11,1/6/2024,Present
607,11,1/7/2024,Absent
608,11,1/8/2024,Present
609,11,1/9/2024,Present
610,11,1/10/2024,Present
611,11,1/11/2024,Present
612,11,1/12/2024,Present
613,11,1/13/2024,Present
614,11,1/14/2024,Present
615,11,1/15/2024,Present
616,11,1/16/2024,Present
617,11,1/17/2024,Absent
618,11,1/18/2024,Present
619,11,1/19/2024,Present
620,11,1/20/2024,Present
621,11,1/21/2024,Present
622,11,1/22/2024,Leave
623,11,1/23/2024,Absent
624,11,1/24/2024,Present
625,11,1/25/2024,Present
626,11,1/26/2024,Present
627,11,1/27/2024,Absent
628,11,1/28/2024,Leave
629,11,1/29/2024,Present
630,11,1/30/2024,Leave
631,11,1/31/2024,Present
632,11,2/1/2024,Present
633,11,2/2/2024,Present
634,11,2/3/2024,Leave
635,11,2/4/2024,Present
636,11,2/5/2024,Present
637,11,2/6/2024,Leave
638,11,2/7/2024,Present
639,11,2/8/2024,Present
640,11,2/9/2024,Absent
641,11,2/10/2024,Present
642,11,2/11/2024,Present
643,11,2/12/2024,Present
644,11,2/13/2024,Present
645,11,2/14/2024,Present
646,11,2/15/2024,Present
647,11,2/16/2024,Present
648,11,2/17/2024,Present
649,11,2/18/2024,Present
650,11,2/19/2024,Present
651,11,2/20/2024,Absent
652,11,2/21/2024,Present
653,11,2/22/2024,Present
654,11,2/23/2024,Present
655,11,2/24/2024,Present
656,11,2/25/2024,Present
657,11,2/26/2024,Present
658,11,2/27/2024,Present
659,11,2/28/2024,Present
660,11,2/29/2024,Absent
661,12,1/1/2024,Present
662,12,1/2/2024,Present
663,12,1/3/2024,Leave
664,12,1/4/2024,Present
665,12,1/5/2024,Present
666,12,1/6/2024,Present
667,12,1/7/2024,Leave
668,12,1/8/2024,Absent
669,12,1/9/2024,Leave
670,12,1/10/2024,Absent
671,12,1/11/2024,Present
672,12,1/12/2024,Present
673,12,1/13/2024,Present
674,12,1/14/2024,Present
675,12,1/15/2024,Present
676,12,1/16/2024,Present
677,12,1/17/2024,Present
678,12,1/18/2024,Present
679,12,1/19/2024,Absent
680,12,1/20/2024,Present
681,12,1/21/2024,Present
682,12,1/22/2024,Present
683,12,1/23/2024,Present
684,12,1/24/2024,Present
685,12,1/25/2024,Absent
686,12,1/26/2024,Absent
687,12,1/27/2024,Present
688,12,1/28/2024,Present
689,12,1/29/2024,Absent
690,12,1/30/2024,Present
691,12,1/31/2024,Present
692,12,2/1/2024,Present
693,12,2/2/2024,Present
694,12,2/3/2024,Present
695,12,2/4/2024,Present
696,12,2/5/2024,Present
697,12,2/6/2024,Present
698,12,2/7/2024,Present
699,12,2/8/2024,Present
700,12,2/9/2024,Present
701,12,2/10/2024,Present
702,12,2/11/2024,Present
703,12,2/12/2024,Present
704,12,2/13/2024,Absent
705,12,2/14/2024,Present
706,12,2/15/2024,Present
707,12,2/16/2024,Present
708,12,2/17/2024,Present
709,12,2/18/2024,Present
710,12,2/19/2024,Present
711,12,2/20/2024,Present
712,12,2/21/2024,Present
713,12,2/22/2024,Present
714,12,2/23/2024,Present
715,12,2/24/2024,Present
716,12,2/25/2024,Present
717,12,2/26/2024,Present
718,12,2/27/2024,Present
719,12,2/28/2024,Present
720,12,2/29/2024,Present
721,13,1/1/2024,Present
722,13,1/2/2024,Present
723,13,1/3/2024,Present
724,13,1/4/2024,Present
725,13,1/5/2024,Present
726,13,1/6/2024,Present
727,13,1/7/2024,Present
728,13,1/8/2024,Present
729,13,1/9/2024,Present
730,13,1/10/2024,Present
731,13,1/11/2024,Present
732,13,1/12/2024,Present
733,13,1/13/2024,Present
734,13,1/14/2024,Present
735,13,1/15/2024,Present
736,13,1/16/2024,Leave
737,13,1/17/2024,Present
738,13,1/18/2024,Leave
739,13,1/19/2024,Present
740,13,1/20/2024,Present
741,13,1/21/2024,Leave
742,13,1/22/2024,Absent
743,13,1/23/2024,Leave
744,13,1/24/2024,Present
745,13,1/25/2024,Present
746,13,1/26/2024,Present
747,13,1/27/2024,Present
748,13,1/28/2024,Present
749,13,1/29/2024,Present
750,13,1/30/2024,Present
751,13,1/31/2024,Present
752,13,2/1/2024,Present
753,13,2/2/2024,Present
754,13,2/3/2024,Present
755,13,2/4/2024,Present
756,13,2/5/2024,Present
757,13,2/6/2024,Present
758,13,2/7/2024,Absent
759,13,2/8/2024,Present
760,13,2/9/2024,Present
761,13,2/10/2024,Present
762,13,2/11/2024,Present
763,13,2/12/2024,Present
764,13,2/13/2024,Present
765,13,2/14/2024,Present
766,13,2/15/2024,Absent
767,13,2/16/2024,Present
768,13,2/17/2024,Present
769,13,2/18/2024,Present
770,13,2/19/2024,Present
771,13,2/20/2024,Present
772,13,2/21/2024,Present
773,13,2/22/2024,Present
774,13,2/23/2024,Absent
775,13,2/24/2024,Present
776,13,2/25/2024,Present
777,13,2/26/2024,Present
778,13,2/27/2024,Present
779,13,2/28/2024,Present
780,13,2/29/2024,Present
781,14,1/1/2024,Present
782,14,1/2/2024,Present
783,14,1/3/2024,Present
784,14,1/4/2024,Present
785,14,1/5/2024,Present
786,14,1/6/2024,Present
787,14,1/7/2024,Present
788,14,1/8/2024,Present
789,14,1/9/2024,Present
790,14,1/10/2024,Present
791,14,1/11/2024,Present
792,14,1/12/2024,Leave
793,14,1/13/2024,Present
794,14,1/14/2024,Present
795,14,1/15/2024,Present
796,14,1/16/2024,Absent
797,14,1/17/2024,Absent
798,14,1/18/2024,Present
799,14,1/19/2024,Present
800,14,1/20/2024,Present
801,14,1/21/2024,Present
802,14,1/22/2024,Leave
803,14,1/23/2024,Present
804,14,1/24/2024,Present
805,14,1/25/2024,Present
806,14,1/26/2024,Present
807,14,1/27/2024,Absent
808,14,1/28/2024,Present
809,14,1/29/2024,Present
810,14,1/30/2024,Present
811,14,1/31/2024,Present
812,14,2/1/2024,Present
813,14,2/2/2024,Leave
814,14,2/3/2024,Present
815,14,2/4/2024,Present
816,14,2/5/2024,Present
817,14,2/6/2024,Present
818,14,2/7/2024,Present
819,14,2/8/2024,Present
820,14,2/9/2024,Absent
821,14,2/10/2024,Present
822,14,2/11/2024,Present
823,14,2/12/2024,Present
824,14,2/13/2024,Present
825,14,2/14/2024,Present
826,14,2/15/2024,Present
827,14,2/16/2024,Present
828,14,2/17/2024,Present
829,14,2/18/2024,Present
830,14,2/19/2024,Absent
831,14,2/20/2024,Leave
832,14,2/21/2024,Present
833,14,2/22/2024,Present
834,14,2/23/2024,Present
835,14,2/24/2024,Present
836,14,2/25/2024,Present
837,14,2/26/2024,Present
838,14,2/27/2024,Present
839,14,2/28/2024,Present
840,14,2/29/2024,Present
841,15,1/1/2024,Present
842,15,1/2/2024,Present
843,15,1/3/2024,Present
844,15,1/4/2024,Leave
845,15,1/5/2024,Present
846,15,1/6/2024,Absent
847,15,1/7/2024,Present
848,15,1/8/2024,Present
849,15,1/9/2024,Present
850,15,1/10/2024,Present
851,15,1/11/2024,Absent
852,15,1/12/2024,Leave
853,15,1/13/2024,Present
854,15,1/14/2024,Absent
855,15,1/15/2024,Present
856,15,1/16/2024,Present
857,15,1/17/2024,Present
858,15,1/18/2024,Present
859,15,1/19/2024,Present
860,15,1/20/2024,Present
861,15,1/21/2024,Absent
862,15,1/22/2024,Present
863,15,1/23/2024,Present
864,15,1/24/2024,Present
865,15,1/25/2024,Present
866,15,1/26/2024,Present
867,15,1/27/2024,Present
868,15,1/28/2024,Present
869,15,1/29/2024,Present
870,15,1/30/2024,Present
871,15,1/31/2024,Present
872,15,2/1/2024,Leave
873,15,2/2/2024,Absent
874,15,2/3/2024,Present
875,15,2/4/2024,Present
876,15,2/5/2024,Present
877,15,2/6/2024,Absent
878,15,2/7/2024,Present
879,15,2/8/2024,Present
880,15,2/9/2024,Leave
881,15,2/10/2024,Present
882,15,2/11/2024,Present
883,15,2/12/2024,Present
884,15,2/13/2024,Present
885,15,2/14/2024,Present
886,15,2/15/2024,Leave
887,15,2/16/2024,Present
888,15,2/17/2024,Present
889,15,2/18/2024,Present
890,15,2/19/2024,Present
891,15,2/20/2024,Present
892,15,2/21/2024,Present
893,15,2/22/2024,Present
894,15,2/23/2024,Present
895,15,2/24/2024,Present
896,15,2/25/2024,Present
897,15,2/26/2024,Leave
898,15,2/27/2024,Absent
899,15,2/28/2024,Present
900,15,2/29/2024,Present
901,16,1/1/2024,Present
902,16,1/2/2024,Absent
903,16,1/3/2024,Absent
904,16,1/4/2024,Present
905,16,1/5/2024,Present
906,16,1/6/2024,Present
907,16,1/7/2024,Present
908,16,1/8/2024,Present
909,16,1/9/2024,Absent
910,16,1/10/2024,Present
911,16,1/11/2024,Present
912,16,1/12/2024,Absent
913,16,1/13/2024,Present
914,16,1/14/2024,Absent
915,16,1/15/2024,Present
916,16,1/16/2024,Absent
917,16,1/17/2024,Present
918,16,1/18/2024,Present
919,16,1/19/2024,Leave
920,16,1/20/2024,Present
921,16,1/21/2024,Leave
922,16,1/22/2024,Present
923,16,1/23/2024,Leave
924,16,1/24/2024,Absent
925,16,1/25/2024,Present
926,16,1/26/2024,Present
927,16,1/27/2024,Present
928,16,1/28/2024,Leave
929,16,1/29/2024,Present
930,16,1/30/2024,Present
931,16,1/31/2024,Present
932,16,2/1/2024,Absent
933,16,2/2/2024,Present
934,16,2/3/2024,Absent
935,16,2/4/2024,Present
936,16,2/5/2024,Present
937,16,2/6/2024,Present
938,16,2/7/2024,Absent
939,16,2/8/2024,Absent
940,16,2/9/2024,Present
941,16,2/10/2024,Present
942,16,2/11/2024,Absent
943,16,2/12/2024,Leave
944,16,2/13/2024,Present
945,16,2/14/2024,Present
946,16,2/15/2024,Present
947,16,2/16/2024,Leave
948,16,2/17/2024,Present
949,16,2/18/2024,Present
950,16,2/19/2024,Present
951,16,2/20/2024,Present
952,16,2/21/2024,Present
953,16,2/22/2024,Present
954,16,2/23/2024,Present
955,16,2/24/2024,Leave
956,16,2/25/2024,Present
957,16,2/26/2024,Present
958,16,2/27/2024,Present
959,16,2/28/2024,Absent
960,16,2/29/2024,Present
961,17,1/1/2024,Present
962,17,1/2/2024,Present
963,17,1/3/2024,Present
964,17,1/4/2024,Present
965,17,1/5/2024,Present
966,17,1/6/2024,Present
967,17,1/7/2024,Present
968,17,1/8/2024,Present
969,17,1/9/2024,Present
970,17,1/10/2024,Present
971,17,1/11/2024,Leave
972,17,1/12/2024,Present
973,17,1/13/2024,Present
974,17,1/14/2024,Present
975,17,1/15/2024,Leave
976,17,1/16/2024,Present
977,17,1/17/2024,Present
978,17,1/18/2024,Present
979,17,1/19/2024,Present
980,17,1/20/2024,Leave
981,17,1/21/2024,Present
982,17,1/22/2024,Present
983,17,1/23/2024,Present
984,17,1/24/2024,Present
985,17,1/25/2024,Leave
